iShares Russell 1000 Value ETF
Fund Holdings as of,"Oct 31, 2023"
Inception Date,"May 22, 2000"
Shares Outstanding,"318,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NATL","NCR ATLEOS CORP","Financials","Equity","3,695,844.16","0.01","3,695,844.16","167,536.00","22.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","3,693,110.67","0.01","3,693,110.67","180,769.00","20.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","3,656,842.42","0.01","3,656,842.42","281,729.00","12.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","3,613,725.60","0.01","3,613,725.60","90,980.00","39.72","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","3,585,942.77","0.01","3,585,942.77","141,569.00","25.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","3,587,818.50","0.01","3,587,818.50","341,697.00","10.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","3,569,965.12","0.01","3,569,965.12","140,384.00","25.43","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","3,553,310.51","0.01","3,553,310.51","104,417.00","34.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","3,517,628.65","0.01","3,517,628.65","61,123.00","57.55","United States","NASDAQ","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,495,104.15","0.01","3,495,104.15","225,055.00","15.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","3,426,894.72","0.01","3,426,894.72","34,752.00","98.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","3,380,553.21","0.01","3,380,553.21","525,747.00","6.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","3,337,751.55","0.01","3,337,751.55","487,263.00","6.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","3,236,257.04","0.01","3,236,257.04","117,086.00","27.64","United States","NASDAQ","USD","1.00","USD","-"
"DISH","DISH NETWORK CORP CLASS A","Communication","Equity","3,135,568.80","0.01","3,135,568.80","639,912.00","4.90","United States","NASDAQ","USD","1.00","USD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Financials","Equity","3,102,392.26","0.01","3,102,392.26","13,778.00","225.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","3,103,969.56","0.01","3,103,969.56","119,937.00","25.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,088,636.32","0.01","3,088,636.32","18,744.00","164.78","United States","NASDAQ","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","3,074,993.10","0.01","3,074,993.10","543,285.00","5.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","2,985,953.88","0.01","2,985,953.88","273,439.00","10.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","2,914,208.85","0.01","2,914,208.85","345,695.00","8.43","United States","NASDAQ","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","2,803,134.76","0.01","2,803,134.76","33,643.00","83.32","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","2,747,174.64","0.01","2,747,174.64","57,884.00","47.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","2,718,314.00","0.01","2,718,314.00","67,285.00","40.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","2,690,658.00","0.01","2,690,658.00","105,516.00","25.50","United States","NASDAQ","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","2,587,731.15","0.01","2,587,731.15","20,355.00","127.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNDM","TANDEM DIABETES CARE INC","Health Care","Equity","2,479,384.10","0.01","2,479,384.10","143,317.00","17.30","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","2,455,665.80","0.01","2,455,665.80","70,973.00","34.60","United States","NASDAQ","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","2,409,274.65","0.01","2,409,274.65","687.00","3,506.95","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","2,387,131.13","0.01","2,387,131.13","195,827.00","12.19","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","2,252,457.60","0.00","2,252,457.60","50,880.00","44.27","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","1,992,207.48","0.00","1,992,207.48","111,421.00","17.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","1,964,320.70","0.00","1,964,320.70","74,689.00","26.30","United States","NASDAQ","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","1,930,351.92","0.00","1,930,351.92","100,644.00","19.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRVN","DRIVEN BRANDS HOLDINGS INC","Industrials","Equity","1,904,238.16","0.00","1,904,238.16","167,332.00","11.38","United States","NASDAQ","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","1,882,208.00","0.00","1,882,208.00","20,960.00","89.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","1,814,987.37","0.00","1,814,987.37","89,101.00","20.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","1,815,695.42","0.00","1,815,695.42","11,462.00","158.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","1,752,401.92","0.00","1,752,401.92","36,028.00","48.64","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","1,738,877.62","0.00","1,738,877.62","146,617.00","11.86","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","1,694,696.97","0.00","1,694,696.97","229,323.00","7.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KLG","WK KELLOGG","Consumer Staples","Equity","1,685,343.96","0.00","1,685,343.96","168,198.00","10.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","1,660,611.88","0.00","1,660,611.88","16,883.00","98.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYCR","PAYCOR HCM INC","Industrials","Equity","1,661,444.20","0.00","1,661,444.20","76,990.00","21.58","United States","NASDAQ","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","1,638,924.80","0.00","1,638,924.80","9,376.00","174.80","United States","NASDAQ","USD","1.00","USD","-"
"HCP","HASHICORP INC CLASS A","Information Technology","Equity","1,639,330.33","0.00","1,639,330.33","83,257.00","19.69","United States","NASDAQ","USD","1.00","USD","-"
"AMC","AMC ENTERTAINMENT HOLDINGS INC CLA","Communication","Equity","1,632,502.08","0.00","1,632,502.08","152,856.00","10.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRTX","KARUNA THERAPEUTICS INC","Health Care","Equity","1,605,787.18","0.00","1,605,787.18","9,638.00","166.61","United States","NASDAQ","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","1,585,206.00","0.00","1,585,206.00","88,067.00","18.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVA","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","1,574,152.36","0.00","1,574,152.36","50,389.00","31.24","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","1,488,383.82","0.00","1,488,383.82","25,921.00","57.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","1,243,433.43","0.00","1,243,433.43","22,761.00","54.63","United States","NASDAQ","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","1,000,641.20","0.00","1,000,641.20","192,431.00","5.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","992,319.84","0.00","992,319.84","2,736.00","362.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","954,184.20","0.00","954,184.20","75,370.00","12.66","United States","NASDAQ","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","892,327.25","0.00","892,327.25","183,985.00","4.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","815,331.58","0.00","815,331.58","118,853.00","6.86","United States","NASDAQ","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","789,312.50","0.00","789,312.50","228,125.00","3.46","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","760,969.95","0.00","760,969.95","20,539.00","37.05","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","699,026.72","0.00","699,026.72","14,231.00","49.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","685,265.40","0.00","685,265.40","2,052.00","333.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLPX","OLAPLEX HOLDINGS INC","Consumer Staples","Equity","475,671.60","0.00","475,671.60","334,980.00","1.42","United States","NASDAQ","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","447,681.60","0.00","447,681.60","51,815.00","8.64","United States","NASDAQ","USD","1.00","USD","-"
"PARAA","PARAMOUNT GLOBAL CLASS A","Communication","Equity","362,873.40","0.00","362,873.40","26,106.00","13.90","United States","NASDAQ","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","299,915.46","0.00","299,915.46","9,494.00","31.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARD","ARDAGH GROUP SA CLASS A","Materials","Equity","256,283.93","0.00","256,283.93","42,326.00","6.05","Luxembourg","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","204,036.00","0.00","204,036.00","1,680.00","121.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","155,685.60","0.00","155,685.60","18,534.00","8.40","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","88,432.17","0.00","88,432.17","26,241.00","3.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"-","ESC GCI LIBERTY INC SR ESCROW","Communication","Equity","2.50","0.00","2.50","250,091.00","0.00","United States","NASDAQ","USD","1.00","USD","-"
"RVYZ3","RUSSELL1000 VALUE MINI CME DEC 23","Cash and/or Derivatives","Futures","0.00","0.00","86,464,225.00","1,195.00","1,447.10","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners.
iCRMH0323U/S-2742939"
